time_merge_log,odom_pos_x,odom_pos_y,odom_pos_z,odom_ori_x,odom_ori_y,odom_ori_z,odom_ori_w,odom_linear_x,odom_linear_y,odom_linear_z,odom_angular_x,odom_angular_y,odom_angular_z,odom_jarak_cm,odom_heading_deg,odom_timestamp,tf_pos_x,tf_pos_y,tf_pos_z,tf_timestamp,tf_source_frame,tf_target_frame,interval_s,elapsed_time_s
1754046644.919662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046644.843963,0.0,0.0,0.0,1754046644.869055,odom,base_link,nan,0.07861828804016113
1754046644.952718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046644.8939152,0.0,0.0,0.0,1754046644.8939152,odom,base_link,0.033056020736694336,0.11167430877685547
1754046645.0102963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046644.9940102,-0.029975642272480202,-0.008604283373068549,0.0,1754046644.9940102,map,base_link,0.057578325271606445,0.16925263404846191
1754046645.0518858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.0439892,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.0439892,map,base_link,0.04158949851989746,0.21084213256835938
1754046645.1093738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.0940204,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.0689776,map,base_link,0.05748796463012695,0.26833009719848633
1754046645.1578555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.1440012,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.1314516,map,base_link,0.04848170280456543,0.31681180000305176
1754046645.2021077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.1939278,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.1939278,map,base_link,0.04425215721130371,0.36106395721435547
1754046645.309251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.2439249,-0.02997564227248021,-0.008604283373068549,0.0,1754046645.231418,map,base_link,0.10714340209960938,0.46820735931396484
1754046645.3645456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.3440099,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.269027,map,base_link,0.05529451370239258,0.5235018730163574
1754046645.4131422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1754046645.3939657,-0.029975642272480205,-0.008604283373068549,0.0,1754046645.3440099,map,base_link,0.04859662055969238,0.5720984935760498
