time_merge_log,odom_pos_x,odom_pos_y,odom_pos_z,odom_ori_x,odom_ori_y,odom_ori_z,odom_ori_w,odom_linear_x,odom_linear_y,odom_linear_z,odom_angular_x,odom_angular_y,odom_angular_z,odom_jarak_cm,odom_heading_deg,odom_timestamp,joint_left_wheel_rpm,joint_right_wheel_rpm,joint_timestamp,loadcell_berat_kg,loadcell_timestamp,interval_s,elapsed_time_s
1753887540.6656163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.55825,0.0,0.0,1753887540.582413,nan,nan,nan,0.07011675834655762
1753887540.7029903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.5945034,0.0,0.0,1753887540.6068118,30.09000015258789,1753887540.6897357,0.037374019622802734,0.10749077796936035
1753887540.7505949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.7453408,0.0,0.0,1753887540.7453299,30.09000015258789,1753887540.6897357,0.04760456085205078,0.15509533882141113
1753887540.800124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.7942226,0.0,0.0,1753887540.7942111,30.09000015258789,1753887540.6897357,0.049529075622558594,0.20462441444396973
1753887540.8762965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.834322,0.0,0.0,1753887540.8343124,30.09000015258789,1753887540.6897357,0.0761725902557373,0.28079700469970703
1753887540.8994086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.8819573,0.0,0.0,1753887540.8694708,30.09000015258789,1753887540.6897357,0.023112058639526367,0.3039090633392334
1753887540.9516966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.945123,0.0,0.0,1753887540.931906,30.09000015258789,1753887540.6897357,0.052288055419921875,0.3561971187591553
1753887541.0718787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887540.9818974,0.0,0.0,1753887540.9818854,30.09000015258789,1753887540.6897357,0.12018203735351562,0.4763791561126709
1753887541.102571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887541.0573876,0.0,0.0,1753887541.0328176,30.09000015258789,1753887540.6897357,0.030692338943481445,0.5070714950561523
1753887541.1570196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753887541.1193628,0.0,0.0,1753887541.132186,30.09000015258789,1753887541.1332889,0.054448604583740234,0.5615200996398926
