time_merge_log,odom_pos_x,odom_pos_y,odom_pos_z,odom_ori_x,odom_ori_y,odom_ori_z,odom_ori_w,odom_linear_x,odom_linear_y,odom_linear_z,odom_angular_x,odom_angular_y,odom_angular_z,odom_jarak_cm,odom_heading_deg,odom_timestamp,loadcell_berat_kg,loadcell_timestamp,interval_s,elapsed_time_s
1753887456.8634691,3.4050562049945468,-0.19536630632545926,0.0,0.0,0.0,0.9946540815527727,0.10326305268783371,0.002574840804700202,0.0,0.0,0.0,0.0,0.017165605364647278,341.07,168.145794392524,1753887456.8583493,30.09000015258789,1753887456.7713532,0.049188852310180664,19.353317737579346
1753887456.9134548,3.4047401969644686,-0.19529962146435131,0.0,0.0,0.0,0.9945423364941434,0.10433379567891748,0.0051666284818756335,0.0,0.0,0.0,0.0,-0.00011297914985559654,341.03,168.02242990654256,1753887456.895691,30.09000015258789,1753887456.7713532,0.049985647201538086,19.403303384780884
1753887456.9644704,3.4044243332470447,-0.19523225635625058,0.0,0.0,0.0,0.9944294387833126,0.10540441774947533,0.007756384627991423,0.0,0.0,0.0,0.0,-0.017378020123960856,341.0,167.89906542056144,1753887456.9584348,30.09000015258789,1753887456.7713532,0.051015615463256836,19.45431900024414
1753887457.0133808,3.4044243332470447,-0.19523225635625058,0.0,0.0,0.0,0.9944294387833126,0.10540441774947533,0.005181543823291725,0.0,0.0,0.0,0.0,-0.03454362548862551,341.0,167.89906542056144,1753887456.99572,30.09000015258789,1753887456.7713532,0.04891037940979004,19.50322937965393
1753887457.0829313,3.4041086153065887,-0.19516421131345513,0.0,0.0,0.0,0.9943153885511257,0.10647491765868652,0.002597901439028775,0.0,0.0,0.0,0.0,-0.017319342926872507,340.97,167.77570093458,1753887457.0598443,30.09000015258789,1753887456.7713532,0.0695505142211914,19.572779893875122
1753887457.1131794,3.4037930446067417,-0.19509548665141596,0.0,0.0,0.0,0.9942001859297647,0.10754529416585956,0.005523022897350488,0.0,0.0,0.0,0.0,-0.036820152649017265,340.94,167.65233644859887,1753887457.0957367,30.09000015258789,1753887456.7713532,0.030248165130615234,19.603028059005737
1753887457.1634345,3.4037930446067417,-0.19509548665141596,0.0,0.0,0.0,0.9942001859297647,0.10754529416585956,0.0029251214583222184,0.0,0.0,0.0,0.0,-0.019500809722162137,340.94,167.65233644859887,1753887457.15841,30.09000015258789,1753887456.7713532,0.05025506019592285,19.65328311920166
1753887457.2133994,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,0.002629622524658871,0.0,0.0,0.0,0.0,-0.017530816831073152,340.91,167.52897196261742,1753887457.1959236,30.09000015258789,1753887456.7713532,0.04996490478515625,19.703248023986816
1753887457.2630415,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,0.002629622524658871,0.0,0.0,0.0,0.0,-0.017530816831073152,340.91,167.52897196261742,1753887457.2582715,30.09000015258789,1753887457.21953,0.049642086029052734,19.75289011001587
1753887457.315218,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,0.002629622524658871,0.0,0.0,0.0,0.0,-0.017530816831073152,340.91,167.52897196261742,1753887457.2958043,30.09000015258789,1753887457.21953,0.052176475524902344,19.80506658554077
1753887457.3632498,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.35851,30.09000015258789,1753887457.21953,0.04803180694580078,19.853098392486572
1753887457.4133403,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.395796,30.09000015258789,1753887457.21953,0.05009055137634277,19.903188943862915
1753887457.4630194,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.4582422,30.09000015258789,1753887457.21953,0.04967904090881348,19.95286798477173
1753887457.5235825,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.4960418,30.09000015258789,1753887457.21953,0.060563087463378906,20.013431072235107
1753887457.5666835,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.5599544,30.09000015258789,1753887457.21953,0.04310107231140137,20.05653214454651
1753887457.613638,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.5960217,30.09000015258789,1753887457.21953,0.04695439338684082,20.10348653793335
1753887457.6767054,3.4034776226104593,-0.19502608268873395,0.0,0.0,0.0,0.9940838310527464,0.10861554603045834,5.048045315092509e-16,0.0,0.0,0.0,0.0,-1.7377765892945263e-14,340.91,167.52897196261742,1753887457.6585462,30.09000015258789,1753887457.21953,0.06306743621826172,20.16655397415161
1753887457.713098,3.40316235078001,-0.19495599974715982,0.0,0.0,0.0,0.993966324054924,0.10968567201208036,0.0026209224095016135,0.0,0.0,0.0,0.0,-0.017472816063358102,340.87,167.4056074766361,1753887457.6961458,30.09000015258789,1753887457.6755016,0.0363926887512207,20.202946662902832
1753887457.7632039,3.4025322634621924,-0.1948137982300735,0.0,0.0,0.0,0.9937278542429532,0.11182554136553988,0.00779468006264783,0.0,0.0,0.0,0.0,-0.05196453375099954,340.81,167.15887850467337,1753887457.7582605,30.09000015258789,1753887457.6755016,0.05010581016540527,20.253052473068237
1753887457.8272455,3.4025322634621924,-0.1948137982300735,0.0,0.0,0.0,0.9937278542429532,0.11182554136553988,0.005173757653146721,0.0,0.0,0.0,0.0,-0.03449171768765882,340.81,167.15887850467337,1753887457.795706,30.09000015258789,1753887457.6755016,0.0640416145324707,20.317094087600708
