time,range_0,range_90,range_180,range_270,range_360
1750681493.7282603,inf,2.0355000495910645,inf,inf
1750681494.3056006,inf,2.021250009536743,inf,inf
1750681494.7949708,0.36500000953674316,2.027250051498413,inf,inf
1750681495.2831523,inf,2.029249906539917,inf,inf
1750681495.727214,inf,2.0269999504089355,inf,inf
1750681496.171696,0.3644999861717224,2.0285000801086426,inf,inf
1750681496.7491565,inf,2.021749973297119,inf,inf
1750681497.3264036,0.36524999141693115,2.0344998836517334,inf,inf
1750681497.903587,0.3642500042915344,2.0290000438690186,inf,inf
1750681498.4812443,inf,2.034749984741211,inf,inf
1750681499.0587535,0.36649999022483826,2.0244998931884766,inf,inf
1750681499.547605,inf,inf,inf,inf
1750681500.0360336,inf,inf,inf,inf
1750681500.613229,0.36375001072883606,2.0280001163482666,inf,inf
1750681501.102192,inf,2.0304999351501465,inf,inf
1750681501.679659,inf,2.029249906539917,inf,inf
1750681502.2574883,0.36500000953674316,2.0339999198913574,inf,inf
1750681502.834543,0.36524999141693115,inf,inf,inf
1750681503.4118927,inf,2.0369999408721924,inf,inf
1750681503.9891138,inf,2.028749942779541,inf,inf
1750681504.5669363,0.36675000190734863,2.0295000076293945,inf,inf
1750681505.1002455,inf,2.028749942779541,inf,inf
1750681505.6780834,0.3647499978542328,2.034749984741211,inf,inf
1750681506.2551506,0.3657500147819519,2.027250051498413,inf,inf
1750681506.6549497,inf,2.0230000019073486,inf,inf
1750681507.188095,0.36399999260902405,2.0225000381469727,inf,inf
1750681507.764908,0.36649999022483826,2.0260000228881836,inf,inf
1750681508.3427923,0.3647499978542328,2.032749891281128,inf,inf
1750681508.9198606,0.36375001072883606,2.029249906539917,inf,inf
1750681509.497058,inf,2.0334999561309814,inf,inf
1750681510.0311978,0.3657500147819519,2.0295000076293945,inf,inf
1750681510.6076221,0.36550000309944153,2.023250102996826,inf,inf
1750681511.1860235,inf,2.025749921798706,inf,inf
1750681511.763207,0.367000013589859,2.026249885559082,inf,inf
1750681512.3408706,inf,2.0274999141693115,inf,inf
1750681512.9173942,inf,2.032749891281128,inf,inf
1750681513.495429,inf,2.023750066757202,inf,inf
1750681514.072649,0.3634999990463257,2.029249906539917,inf,inf
1750681514.650072,inf,2.0274999141693115,inf,inf
1750681515.227865,inf,2.020250082015991,inf,inf
1750681515.7612813,inf,2.0274999141693115,inf,inf
1750681516.3386803,inf,2.0197501182556152,inf,inf
1750681516.9159646,inf,2.028249979019165,inf,inf
1750681517.49345,inf,2.020250082015991,inf,inf
1750681518.070829,inf,2.0215001106262207,inf,inf
1750681518.648218,inf,2.0215001106262207,inf,inf
1750681519.225914,inf,2.0220000743865967,inf,inf
