time,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,jarak_cm
1750919187.7220416,0.029009472457156193,-0.000589218648149183,0.0,0.0,0.0,-0.013393354095448416,0.9999103050104414,0.10350955589664937,0.0,0.0,0.0,0.0,0.06822630451352933,2.9
1750919187.7220416,0.029009472457156193,-0.000589218648149183,0.0,0.0,0.0,-0.013393354095448416,0.9999103050104414,0.10350955589664937,0.0,0.0,0.0,0.0,0.06822630451352933,2.9
1750919187.922116,0.05936697118817613,-0.0007446829928208856,0.0,0.0,0.0,0.0014881944005359041,0.9999988926380999,0.1570392295699506,0.0,0.0,0.0,0.0,0.09530340870302431,5.94
1750919187.922116,0.05936697118817613,-0.0007446829928208856,0.0,0.0,0.0,0.0014881944005359041,0.9999988926380999,0.1570392295699506,0.0,0.0,0.0,0.0,0.09530340870302431,5.94
1750919188.1221893,0.09642073215843666,-0.00035733768919218975,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.19653493200850108,0.0,0.0,0.0,0.0,0.07147852935507329,9.64
1750919188.1221893,0.09642073215843666,-0.00035733768919218975,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.19653493200850108,0.0,0.0,0.0,0.0,0.07147852935507329,9.64
1750919188.3223214,0.13837695493537572,0.0005953535013512049,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.21413744152520614,0.0,0.0,0.0,0.0,-0.04736372266610529,13.84
1750919188.3223214,0.13837695493537572,0.0005953535013512049,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.21413744152520614,0.0,0.0,0.0,0.0,-0.04736372266610529,13.84
1750919188.5222194,0.18345539004972866,0.0017054776122717608,0.0,0.0,0.0,0.0133933540954485,0.9999103050104414,0.23216250552229867,0.0,0.0,0.0,0.0,0.02414965609273803,18.35
1750919188.5222194,0.18345539004972866,0.0017054776122717608,0.0,0.0,0.0,0.0133933540954485,0.9999103050104414,0.23216250552229867,0.0,0.0,0.0,0.0,0.02414965609273803,18.35
1750919188.7222981,0.23343594749702862,0.0032015095083487302,0.0,0.0,0.0,0.01934532750688797,0.999812861641443,0.2570549485604854,0.0,0.0,0.0,0.0,0.09485459467941819,23.35
1750919188.7222981,0.23343594749702862,0.0032015095083487302,0.0,0.0,0.0,0.01934532750688797,0.999812861641443,0.2570549485604854,0.0,0.0,0.0,0.0,0.09485459467941819,23.35
1750919188.9221308,0.2789462008423358,0.004807731081454509,0.0,0.0,0.0,0.016369413308586635,0.9998660121775981,0.23220365457916192,0.0,0.0,0.0,0.0,-0.02388079305665123,27.9
1750919188.9221308,0.2789462008423358,0.004807731081454509,0.0,0.0,0.0,0.016369413308586635,0.9998660121775981,0.23220365457916192,0.0,0.0,0.0,0.0,-0.02388079305665123,27.9
1750919189.1223586,0.320896195188508,0.005972944459796614,0.0,0.0,0.0,0.007440906084041593,0.9999723160751244,0.20330993102183842,0.0,0.0,0.0,0.0,-0.11900130622797338,32.1
