time_merge_log,odom_pos_x,odom_pos_y,odom_pos_z,odom_ori_x,odom_ori_y,odom_ori_z,odom_ori_w,odom_linear_x,odom_linear_y,odom_linear_z,odom_angular_x,odom_angular_y,odom_angular_z,odom_jarak_cm,odom_heading_deg,odom_timestamp,tf_pos_x,tf_pos_y,tf_pos_z,tf_timestamp,tf_source_frame,tf_target_frame,interval_s,elapsed_time_s
1752749718.337365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,nan,0.27021121978759766
1752749718.368053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.030688047409057617,0.3008992671966553
1752749718.3992825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.031229496002197266,0.33212876319885254
1752749718.522716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.12343358993530273,0.4555623531341553
1752749718.5752268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.052510738372802734,0.508073091506958
1752749718.612019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.03679227828979492,0.5448653697967529
1752749718.6718802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.059861183166503906,0.6047265529632568
1752749718.7636127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.09173250198364258,0.6964590549468994
1752749718.8282497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.0646369457244873,0.7610960006713867
1752749718.8638759,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.03562617301940918,0.7967221736907959
1752749718.904915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.041039228439331055,0.837761402130127
1752749718.9656374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.06072235107421875,0.8984837532043457
1752749719.0248258,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,0.0591883659362793,0.957672119140625
1752749719.105598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.089272,nan,nan,nan,nan,,,0.08077216148376465,1.0384442806243896
1752749719.1669846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.089272,nan,nan,nan,nan,,,0.0613865852355957,1.0998308658599854
1752749719.227177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.1160266,nan,nan,nan,nan,,,0.06019234657287598,1.1600232124328613
1752749719.2855642,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.1419141,nan,nan,nan,nan,,,0.05838727951049805,1.2184104919433594
1752749719.3033972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.1584516,nan,nan,nan,nan,,,0.01783299446105957,1.236243486404419
1752749719.3732946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.2337556,nan,nan,nan,nan,,,0.06989741325378418,1.3061408996582031
1752749719.4223702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.2568536,nan,nan,nan,nan,,,0.04907560348510742,1.3552165031433105
1752749719.4892132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.2816145,nan,nan,nan,nan,,,0.06684303283691406,1.4220595359802246
1752749719.5292923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.2946796,nan,nan,nan,nan,,,0.04007911682128906,1.4621386528015137
1752749719.570784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.3574262,nan,nan,nan,nan,,,0.04149174690246582,1.5036303997039795
1752749719.6307192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.4441977,nan,nan,nan,nan,,,0.05993509292602539,1.5635654926300049
1752749719.6651034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.4816325,nan,nan,nan,nan,,,0.03438425064086914,1.597949743270874
1752749719.7159436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.5203264,nan,nan,nan,nan,,,0.050840139389038086,1.648789882659912
1752749719.7547576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.5571644,nan,nan,nan,nan,,,0.03881406784057617,1.6876039505004883
1752749719.8243027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.6192305,nan,nan,nan,nan,,,0.06954503059387207,1.7571489810943604
1752749719.861153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.6817632,0.0,0.0,0.0,1752749719.089272,map,base_link,0.0368502140045166,1.793999195098877
1752749719.912626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.7218955,0.0,0.0,0.0,1752749719.089272,map,base_link,0.051473140716552734,1.8454723358154297
1752749719.97065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.7817209,0.0,0.0,0.0,1752749719.0960402,map,base_link,0.058023929595947266,1.903496265411377
1752749720.0180125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.8243258,0.0,0.0,0.0,1752749719.1419141,map,base_link,0.047362565994262695,1.9508588314056396
1752749720.0646703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.856607,0.0,0.0,0.0,1752749719.20873,map,base_link,0.04665780067443848,1.9975166320800781
1752749720.1023273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.8959222,0.0,0.0,0.0,1752749719.20873,map,base_link,0.03765702247619629,2.0351736545562744
1752749720.154486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749719.9566402,0.0,0.0,0.0,1752749719.2816145,map,base_link,0.05215859413146973,2.087332248687744
1752749720.2064734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.0192301,0.0,0.0,0.0,1752749719.3200932,map,base_link,0.051987409591674805,2.139319658279419
1752749720.2532077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.044495,0.0,0.0,0.0,1752749719.3200932,map,base_link,0.04673433303833008,2.186053991317749
1752749720.3246837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.14442,0.0,0.0,0.0,1752749719.3200932,map,base_link,0.07147598266601562,2.2575299739837646
1752749720.3587701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.1577184,0.0,0.0,0.0,1752749719.4816325,map,base_link,0.03408646583557129,2.291616439819336
1752749720.401683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.1943069,0.0,0.0,0.0,1752749719.4816325,map,base_link,0.042912960052490234,2.334529399871826
1752749720.4612324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.2568681,0.0,0.0,0.0,1752749719.5941486,map,base_link,0.05954933166503906,2.3940787315368652
1752749720.533163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.2820666,0.0,0.0,0.0,1752749719.5941486,map,base_link,0.0719306468963623,2.4660093784332275
1752749720.579039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.382085,0.0,0.0,0.0,1752749719.5941486,map,base_link,0.04587602615356445,2.511885404586792
1752749720.6040685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.4191399,0.0,0.0,0.0,1752749719.7576253,map,base_link,0.025029420852661133,2.536914825439453
1752749720.6568222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.4817758,0.0,0.0,0.0,1752749719.7817209,map,base_link,0.05275368690490723,2.5896685123443604
1752749720.7185147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.5444787,0.0,0.0,0.0,1752749719.8243258,map,base_link,0.06169247627258301,2.6513609886169434
1752749720.7688243,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.5566504,0.0,0.0,0.0,1752749719.8959222,map,base_link,0.05030965805053711,2.7016706466674805
1752749720.8244543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.6453013,0.0,0.0,0.0,1752749719.8959222,map,base_link,0.05562996864318848,2.757300615310669
1752749720.8580012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.6567605,0.0,0.0,0.0,1752749719.8959222,map,base_link,0.03354692459106445,2.7908475399017334
1752749720.9474118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.756761,0.0,0.0,0.0,1752749719.8959222,map,base_link,0.08941054344177246,2.880258083343506
1752749721.0054543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.820635,0.0,0.0,0.0,1752749720.14442,map,base_link,0.05804252624511719,2.938300609588623
1752749721.0561204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.9443061,0.0,0.0,0.0,1752749720.1943069,map,base_link,0.050666093826293945,2.988966703414917
1752749721.1051352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749720.994482,0.0,0.0,0.0,1752749720.1943069,map,base_link,0.04901480674743652,3.0379815101623535
1752749721.1692839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.019241,0.0,0.0,0.0,1752749720.1943069,map,base_link,0.0641486644744873,3.102130174636841
1752749721.2160072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.0817482,0.0,0.0,0.0,1752749720.1943069,map,base_link,0.046723365783691406,3.1488535404205322
1752749721.2674637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.1454191,0.0,0.0,0.0,1752749720.382085,map,base_link,0.051456451416015625,3.200309991836548
1752749721.3245733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.1817236,0.0,0.0,0.0,1752749720.4440825,map,base_link,0.05710959434509277,3.2574195861816406
1752749721.3733048,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.2204773,0.0,0.0,0.0,1752749720.5192492,map,base_link,0.04873156547546387,3.3061511516571045
1752749721.4355307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.245214,0.0,0.0,0.0,1752749720.52131,map,base_link,0.0622258186340332,3.3683769702911377
1752749721.4562507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.2572393,0.0,0.0,0.0,1752749720.52131,map,base_link,0.02072000503540039,3.389096975326538
1752749721.5217137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.344618,0.0,0.0,0.0,1752749720.5819542,map,base_link,0.06546306610107422,3.4545600414276123
1752749721.5635653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752749721.419172,0.0,0.0,0.0,1752749720.6962636,map,base_link,0.04185152053833008,3.4964115619659424
