time,range_0,range_90,range_180,range_270,range_360,
1750666705.12374,0.505750000476837,inf,inf,0.79025000333786,,
1750666705.70159,0.503499984741211,inf,inf,0.791999995708466,,
1750666706.19058,0.505249977111816,inf,inf,0.792999982833862,,rata rata
1750666706.76758,0.503750026226044,inf,inf,0.792750000953674,,0.504800301354688
1750666707.30077,0.50475001335144,inf,inf,0.791249990463257,,
1750666707.87785,0.505249977111816,inf,inf,0.790750026702881,,
1750666708.45578,0.50475001335144,inf,inf,0.791249990463257,,
1750666709.03315,0.50475001335144,inf,inf,0.791499972343445,,
1750666709.6104,0.505750000476837,inf,0.252750009298325,0.796000003814697,,
1750666710.14409,0.507000029087067,inf,inf,0.791000008583069,,
1750666710.72161,0.504999995231628,inf,inf,0.792500019073486,,
1750666711.2547,0.503000020980835,inf,0.252249985933304,0.791000008583069,,
1750666711.83167,0.505249977111816,inf,inf,0.792750000953674,,
1750666712.32057,0.505750000476837,inf,inf,0.792750000953674,,
1750666712.80898,0.505500018596649,inf,inf,0.792249977588654,,
1750666713.29806,0.504999995231628,inf,inf,0.791499972343445,,
1750666713.69846,0.506250023841858,inf,inf,0.790499985218048,,
1750666714.27525,0.50475001335144,inf,inf,0.791000008583069,,
1750666714.85277,0.504999995231628,inf,inf,0.791499972343445,,
1750666715.42987,0.50475001335144,inf,inf,0.791499972343445,,
1750666716.00722,0.504999995231628,inf,0.248249992728233,0.791249990463257,,
1750666716.58459,0.505500018596649,inf,inf,0.790750026702881,,
1750666717.16218,0.505249977111816,inf,inf,0.791999995708466,,
1750666717.73954,0.50475001335144,inf,0.249750003218651,0.791000008583069,,
1750666718.31661,0.50475001335144,inf,inf,inf,,
1750666718.89406,0.502499997615814,inf,inf,inf,,
1750666719.42789,0.505249977111816,inf,inf,inf,,
1750666719.87131,0.502749979496002,inf,inf,inf,,
1750666720.36078,0.507250010967255,inf,inf,0.791249990463257,,
1750666720.93783,0.505249977111816,inf,inf,inf,,
1750666721.51521,0.504000008106232,inf,inf,0.794000029563904,,
1750666722.09252,0.504999995231628,inf,inf,0.792500019073486,,
1750666722.58204,0.503250002861023,inf,inf,0.791999995708466,,
1750666723.11477,0.504999995231628,inf,inf,0.791249990463257,,
1750666723.69191,0.503750026226044,inf,inf,0.791999995708466,,
1750666724.26925,0.504499971866608,inf,inf,0.790499985218048,,
1750666724.84662,0.504999995231628,inf,inf,0.793500006198883,,
1750666725.42403,0.504999995231628,inf,inf,0.791249990463257,,
1750666726.0014,0.505500018596649,inf,inf,inf,,
1750666726.53512,0.505249977111816,inf,inf,0.791249990463257,,
1750666727.11255,0.504000008106232,inf,inf,0.793749988079071,,
1750666727.69018,0.502250015735626,inf,inf,inf,,
1750666728.2674,0.505249977111816,inf,inf,0.792249977588654,,
1750666728.84486,0.503499984741211,inf,inf,0.790750026702881,,
1750666729.37742,0.504499971866608,inf,inf,0.793250024318695,,
1750666729.77816,0.504999995231628,inf,inf,0.790750026702881,,
1750666730.35474,0.503250002861023,inf,inf,0.791000008583069,,
1750666730.93204,0.505249977111816,inf,inf,0.792249977588654,,
1750666731.46609,0.505500018596649,inf,inf,inf,,
1750666731.95418,0.507000029087067,inf,inf,0.791000008583069,,
1750666732.44315,0.507000029087067,inf,inf,0.791000008583069,,
1750666732.97528,0.504999995231628,inf,inf,0.791000008583069,,
1750666733.55308,0.503499984741211,inf,inf,0.791000008583069,,
1750666734.13062,0.505249977111816,inf,inf,0.791249990463257,,
1750666734.7079,0.506250023841858,inf,inf,0.794250011444092,,
1750666735.197,0.505999982357025,inf,inf,0.791000008583069,,
1750666735.68579,0.504000008106232,inf,inf,0.793250024318695,,
1750666736.26269,0.50424998998642,inf,inf,0.793250024318695,,
1750666736.70711,0.507000029087067,inf,inf,0.790499985218048,,
1750666737.19598,0.505999982357025,inf,inf,0.790499985218048,,
1750666737.7293,0.502749979496002,inf,inf,inf,,
1750666738.1731,0.508249998092651,inf,inf,0.791499972343445,,
1750666738.6617,0.504000008106232,inf,inf,0.795249998569489,,
1750666739.23888,0.504999995231628,inf,inf,0.791000008583069,,
1750666739.81615,0.505750000476837,inf,inf,0.791249990463257,,
1750666740.35004,0.503000020980835,inf,inf,0.791499972343445,,
1750666740.92735,0.504999995231628,inf,inf,inf,,
1750666741.41595,0.50475001335144,inf,inf,0.790499985218048,,
1750666741.99294,0.505249977111816,inf,inf,0.792500019073486,,
1750666742.48201,0.504999995231628,inf,inf,0.792999982833862,,
1750666742.96959,0.503499984741211,inf,inf,0.791999995708466,,
1750666743.45935,0.505999982357025,inf,inf,0.790750026702881,,
1750666744.03633,0.504499971866608,inf,inf,inf,,
1750666744.61385,0.504000008106232,inf,inf,0.793250024318695,,
1750666745.19107,0.505249977111816,inf,inf,inf,,
1750666745.76895,0.506250023841858,inf,inf,0.79025000333786,,
1750666746.34626,0.503250002861023,inf,inf,0.792500019073486,,
1750666746.9234,0.505500018596649,inf,inf,0.791499972343445,,
1750666747.45739,0.50475001335144,inf,inf,0.790750026702881,,
1750666748.03377,0.50475001335144,inf,inf,0.791499972343445,,
1750666748.5676,0.504999995231628,inf,inf,0.791249990463257,,
1750666749.14481,0.504999995231628,inf,inf,0.791499972343445,,
1750666749.63364,0.502250015735626,inf,inf,inf,,
1750666750.07731,0.503250002861023,inf,inf,0.792500019073486,,
1750666750.52161,0.503250002861023,inf,inf,0.792249977588654,,
1750666751.09891,0.505249977111816,inf,inf,inf,,
1750666751.58799,0.503000020980835,inf,inf,0.792750000953674,,
1750666752.1657,0.504999995231628,inf,inf,0.792750000953674,,
1750666752.74289,0.504999995231628,inf,inf,0.792999982833862,,
1750666753.27584,0.503499984741211,inf,inf,0.791999995708466,,
1750666753.67565,0.505500018596649,inf,inf,0.791000008583069,,
1750666754.16483,0.50424998998642,inf,inf,0.790499985218048,,
1750666754.65276,0.504999995231628,inf,inf,0.790750026702881,,
1750666755.23009,0.504000008106232,inf,inf,0.793749988079071,,
1750666755.8073,0.505500018596649,inf,inf,inf,,
1750666756.34112,0.507250010967255,inf,inf,0.790499985218048,,
1750666756.91866,0.50475001335144,inf,inf,0.790750026702881,,
1750666757.40726,0.502749979496002,inf,inf,0.792999982833862,,
1750666757.98399,0.505249977111816,inf,inf,0.791000008583069,,
1750666758.47327,0.505249977111816,inf,inf,0.791249990463257,,
1750666759.00623,0.504499971866608,inf,inf,inf,,
1750666759.58349,0.504999995231628,inf,inf,0.791249990463257,,
1750666760.16087,0.505249977111816,inf,inf,0.790750026702881,,
1750666760.64987,0.507000029087067,inf,inf,0.791000008583069,,
1750666761.13783,0.502749979496002,inf,inf,inf,,
1750666761.58248,0.50475001335144,inf,inf,0.790750026702881,,
1750666762.16003,0.503000020980835,inf,inf,inf,,
1750666762.649,0.502250015735626,inf,inf,0.793749988079071,,
1750666763.18147,0.507250010967255,inf,inf,inf,,
1750666763.75897,0.507499992847443,inf,inf,inf,,
1750666764.33659,0.507250010967255,inf,inf,inf,,
1750666764.91373,0.503000020980835,inf,inf,inf,,
1750666765.49153,0.506250023841858,inf,inf,0.796249985694885,,
1750666766.06835,0.503499984741211,inf,inf,0.796750009059906,,
1750666766.6025,0.502250015735626,inf,inf,0.793500006198883,,
1750666767.135,0.504000008106232,inf,inf,0.795249998569489,,
1750666767.71269,0.503499984741211,inf,inf,0.799000024795532,,
1750666768.28971,0.50475001335144,inf,inf,inf,,
1750666768.73416,0.507499992847443,inf,inf,inf,,
1750666769.3119,0.506250023841858,inf,inf,0.796500027179718,,
1750666769.88948,0.502499997615814,inf,inf,inf,,
1750666770.46624,0.507499992847443,inf,0.276250004768372,inf,,
1750666770.95558,0.505500018596649,inf,inf,0.791000008583069,,
1750666771.48854,0.503499984741211,inf,0.275999993085861,0.796249985694885,,
1750666772.06559,0.505999982357025,inf,0.276250004768372,0.795000016689301,,
1750666772.64302,0.502250015735626,inf,inf,inf,,
1750666773.22035,0.507749974727631,inf,inf,inf,,
1750666773.79782,0.504999995231628,inf,inf,inf,,
1750666774.28703,0.505249977111816,inf,inf,0.791000008583069,,
1750666774.86452,0.503750026226044,inf,0.27674999833107,0.797749996185303,,
1750666775.39699,0.506250023841858,inf,0.275999993085861,inf,,
1750666775.97464,0.507499992847443,inf,inf,inf,,
1750666776.5518,0.506250023841858,inf,0.27674999833107,0.797999978065491,,
1750666777.04131,0.506500005722046,inf,0.275750011205673,inf,,
1750666777.57378,0.505999982357025,inf,0.275750011205673,0.796999990940094,,
1750666778.15102,0.507749974727631,inf,inf,0.791249990463257,,
1750666778.72843,0.501999974250793,inf,0.27649998664856,inf,,
1750666779.30584,0.506500005722046,inf,inf,0.791249990463257,,
1750666779.83965,0.507499992847443,inf,0.27674999833107,inf,,
1750666780.37222,0.505999982357025,inf,0.276250004768372,0.796249985694885,,
1750666780.90503,0.507499992847443,inf,0.278499990701675,0.796249985694885,,
1750666781.48238,0.506250023841858,inf,0.27649998664856,0.796999990940094,,
1750666782.05993,0.505249977111816,inf,inf,0.790499985218048,,
1750666782.59355,0.506749987602234,inf,0.274749994277954,0.797999978065491,,
1750666783.17106,0.504000008106232,inf,inf,0.795499980449677,,
1750666783.65921,0.507749974727631,inf,0.27700001001358,0.796750009059906,,
1750666784.05924,0.507499992847443,inf,0.275249987840652,inf,,
1750666784.45879,0.507499992847443,inf,0.275999993085861,inf,,
1750666784.85851,0.506250023841858,inf,0.275000005960464,0.795000016689301,,
1750666785.43614,0.504000008106232,inf,0.27224999666214,0.789749979972839,,
1750666786.01344,0.503000020980835,inf,inf,inf,,
1750666786.54734,0.503499984741211,inf,inf,0.791499972343445,,
1750666787.12443,0.506250023841858,inf,inf,0.797249972820282,,
1750666787.7022,0.505249977111816,inf,inf,0.793749988079071,,
1750666788.23452,0.507250010967255,inf,inf,inf,,
1750666788.81236,0.505750000476837,1.45975005626678,inf,0.796999990940094,,
1750666789.25676,0.506500005722046,inf,inf,0.797749996185303,,
1750666789.65636,0.506250023841858,1.46599996089935,inf,0.796500027179718,,
1750666790.18924,0.505999982357025,1.46224999427795,inf,0.796249985694885,,
1750666790.76644,0.507250010967255,inf,inf,inf,,
1750666791.34374,0.502499997615814,1.46150004863739,inf,inf,,
1750666791.7883,0.504999995231628,inf,inf,inf,,
1750666792.18836,0.503000020980835,1.45875000953674,inf,inf,,
1750666792.72075,0.502499997615814,inf,inf,inf,,
1750666793.21018,0.501999974250793,1.46549999713898,inf,0.794749975204468,,
1750666793.74267,0.504499971866608,1.46700000762939,inf,0.795249998569489,,
1750666794.32,0.502749979496002,inf,inf,inf,,
1750666794.89741,0.502250015735626,1.45200002193451,inf,inf,,
1750666795.38676,0.506500005722046,1.46675002574921,inf,0.796500027179718,,
1750666795.96386,0.506500005722046,inf,inf,0.796500027179718,,
1750666796.54157,0.506749987602234,1.46774995326996,inf,0.796750009059906,,
1750666797.11854,0.503000020980835,1.45624995231628,inf,inf,,
1750666797.51869,0.502250015735626,inf,inf,0.800000011920929,,
1750666797.91767,0.507499992847443,1.44025003910065,inf,inf,,
1750666798.45093,0.505999982357025,1.45949995517731,inf,inf,,
1750666798.98519,0.504999995231628,inf,inf,0.797749996185303,,
1750666799.51786,0.502250015735626,inf,inf,inf,,
1750666800.09506,0.502250015735626,inf,inf,0.794749975204468,,
1750666800.67227,0.504000008106232,1.46224999427795,inf,0.797249972820282,,
1750666801.24999,0.502749979496002,1.45175004005432,inf,inf,,
1750666801.82694,0.506250023841858,1.45574998855591,inf,0.796500027179718,,
1750666802.40452,0.502749979496002,1.45249998569489,inf,inf,,
1750666802.93745,0.506500005722046,inf,inf,0.796249985694885,,
1750666803.51584,0.506250023841858,inf,inf,0.798500001430512,,
1750666804.04834,0.502749979496002,inf,inf,inf,,
1750666804.62598,0.502250015735626,inf,inf,inf,,
1750666805.20327,0.503750026226044,inf,inf,0.796999990940094,,
1750666805.78075,0.501999974250793,inf,inf,0.794250011444092,,
1750666806.35798,0.502499997615814,1.45550000667572,inf,0.795499980449677,,
1750666806.9353,0.501999974250793,1.46650004386902,inf,0.79449999332428,,
1750666807.42451,0.506500005722046,1.46424996852875,inf,0.796999990940094,,
1750666807.9567,0.502749979496002,1.45074999332428,inf,inf,,
1750666808.44637,0.507749974727631,inf,inf,inf,,
1750666809.02395,0.506500005722046,1.46675002574921,inf,0.795249998569489,,
1750666809.51245,0.505500018596649,inf,inf,inf,,
1750666810.00102,0.507749974727631,inf,inf,inf,,
1750666810.5785,0.506500005722046,1.4650000333786,inf,0.796750009059906,,
1750666811.15564,0.506250023841858,1.45949995517731,inf,0.796500027179718,,
1750666811.73339,0.505999982357025,inf,inf,0.797999978065491,,
1750666812.2658,0.503000020980835,inf,inf,inf,,
1750666812.7999,0.507749974727631,inf,inf,inf,,
1750666813.37691,0.506250023841858,inf,inf,inf,,
1750666813.90972,0.507499992847443,inf,inf,inf,,
1750666814.48702,0.503000020980835,1.42050004005432,0.264999985694885,0.792500019073486,,
1750666815.06443,0.507499992847443,inf,inf,inf,,
1750666815.64204,0.502250015735626,inf,0.262250006198883,inf,,
1750666816.21966,0.503750026226044,inf,inf,0.791999995708466,,
1750666816.66377,0.505249977111816,inf,0.26324999332428,0.792249977588654,,
1750666817.2415,0.502749979496002,inf,inf,0.793250024318695,,
1750666817.73009,0.504999995231628,inf,0.266250014305115,0.791000008583069,,
1750666818.30777,0.508000016212463,inf,0.266999989748001,0.791249990463257,,
1750666818.88432,0.505249977111816,inf,0.26350000500679,0.792249977588654,,
1750666819.46279,0.507499992847443,inf,0.264999985694885,inf,,
