time,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,jarak_cm
1750922594.719199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922594.719199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922594.9192574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0035643798715024183,0.0,0.0,0.0,0.0,0.02376253247668279,0.0
1750922594.9192574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0035643798715024183,0.0,0.0,0.0,0.0,0.02376253247668279,0.0
1750922595.1192465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.1192465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.3191378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.3191378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.5192962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.5192962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.7192385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.7192385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.9192302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922595.9192302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.1192822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.1192822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.3193214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.3193214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.5317612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.5317612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.7316544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.7316544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.931659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922596.931659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.1317234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.1317234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.3318088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.3318088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.5317564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.5317564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.731637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.731637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.9316928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922597.9316928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.131694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.131694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.3316278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.3316278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.531675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.531675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.731769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.731769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.9316897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922598.9316897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.1317356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.1317356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.3317177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.3317177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.5317328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.5317328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.731722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.731722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.9315372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922599.9315372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.1316152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.1316152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.3316724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.3316724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.5316572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.5316572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.7316327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.7316327,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.9316993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922600.9316993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.131705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.131705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.331692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.331692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.5316813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.5316813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750922601.7317586,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922601.7317586,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922601.9317381,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922601.9317381,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922602.1316965,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922602.1316965,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922602.3316822,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922602.3316822,0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,0.0014881944005358863,0.9999988926380999,0.0,0.0,0.0,0.0,0.0,0.0,0.04
1750922602.5317745,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0035594339548223894,0.0,0.0,0.0,0.0,0.023729559698815926,0.09
1750922602.5317745,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0035594339548223894,0.0,0.0,0.0,0.0,0.023729559698815926,0.09
1750922602.7317042,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922602.7317042,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922602.931815,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922602.931815,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.1318061,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.1318061,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.331867,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.331867,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.5317857,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.5317857,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.7317164,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.7317164,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.9318528,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922603.9318528,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.1317642,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.1317642,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.3317752,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.3317752,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.5317512,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.5317512,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.73175,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.73175,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.9317794,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922604.9317794,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922605.1317487,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922605.1317487,0.0008929116964187644,2.657661202543071e-06,0.0,0.0,0.0,0.0029763855051322145,0.9999955705548524,0.0,0.0,0.0,0.0,0.0,0.0,0.09
1750922605.3317027,0.0013393576568609348,5.9797156333030175e-06,0.0,0.0,0.0,0.004464570017856726,0.9999900337576149,0.0,0.0,0.0,0.0,0.0,0.0,0.13
1750922605.3317027,0.0013393576568609348,5.9797156333030175e-06,0.0,0.0,0.0,0.004464570017856726,0.9999900337576149,0.0,0.0,0.0,0.0,0.0,0.0,0.13
1750922605.5317392,0.0013393576568609348,5.9797156333030175e-06,0.0,0.0,0.0,0.004464570017856726,0.9999900337576149,0.0,0.0,0.0,0.0,0.0,0.0,0.13
1750922605.5317392,0.0013393576568609348,5.9797156333030175e-06,0.0,0.0,0.0,0.004464570017856726,0.9999900337576149,0.0,0.0,0.0,0.0,0.0,0.0,0.13
