time,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,jarak_cm
1750924978.7447042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924978.7447042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924978.9447684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924978.9447684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.144743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.144743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.3447893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.3447893,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.5448024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.5448024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.745053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.745053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.944743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924979.944743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.1447353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.1447353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.3447633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.3447633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.5447176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.5447176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.7449644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.7449644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750924980.944914,-0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,-0.0014881944005358863,0.9999988926380999,-0.003599735888682258,0.0,0.0,0.0,0.0,-0.02399823925788172,0.04
1750924980.944914,-0.00044645782576983216,6.644167721336913e-07,0.0,0.0,0.0,-0.0014881944005358863,0.9999988926380999,-0.003599735888682258,0.0,0.0,0.0,0.0,-0.02399823925788172,0.04
1750924981.1448896,0.00758961428678532,4.9830838043375434e-05,0.0,0.0,0.0,0.0044645700178567276,0.9999900337576149,0.057081333717106296,0.0,0.0,0.0,0.0,0.04728855022379935,0.76
1750924981.1448896,0.00758961428678532,4.9830838043375434e-05,0.0,0.0,0.0,0.0044645700178567276,0.9999900337576149,0.057081333717106296,0.0,0.0,0.0,0.0,0.04728855022379935,0.76
1750924981.3449695,0.029909184682323498,0.0004271992268875174,0.0,0.0,0.0,0.010417176232055712,0.9999457397475876,0.11424763367494044,0.0,0.0,0.0,0.0,0.047823862616085386,2.99
1750924981.3449695,0.029909184682323498,0.0004271992268875174,0.0,0.0,0.0,0.010417176232055712,0.9999457397475876,0.11424763367494044,0.0,0.0,0.0,0.0,0.047823862616085386,2.99
1750924981.545101,0.0540156252105147,0.0007527520422387253,0.0,0.0,0.0,0.00744090608404156,0.9999723160751244,0.11787037856916602,0.0,0.0,0.0,0.0,0.02337804417221457,5.4
1750924981.545101,0.0540156252105147,0.0007527520422387253,0.0,0.0,0.0,0.00744090608404156,0.9999723160751244,0.11787037856916602,0.0,0.0,0.0,0.0,0.02337804417221457,5.4
1750924981.7450361,0.07811926170366763,0.0012430555103157973,0.0,0.0,0.0,0.010417176232055703,0.9999457397475876,0.121374887929985,0.0,0.0,0.0,0.0,-0.0007359960501189145,7.81
1750924981.7450361,0.07811926170366763,0.0012430555103157973,0.0,0.0,0.0,0.010417176232055703,0.9999457397475876,0.121374887929985,0.0,0.0,0.0,0.0,-0.0007359960501189145,7.81
1750924981.945208,0.09910112498941145,0.001246376466059964,0.0,0.0,0.0,-0.00892905104573958,0.9999601352291113,0.10704164389293161,0.0,0.0,0.0,0.0,-0.1904931506465103,9.91
1750924981.945208,0.09910112498941145,0.001246376466059964,0.0,0.0,0.0,-0.00892905104573958,0.9999601352291113,0.10704164389293161,0.0,0.0,0.0,0.0,-0.1904931506465103,9.91
1750924982.1451929,0.123206102174931,0.000821171994353127,0.0,0.0,0.0,-0.005952744642791751,0.9999822822586497,0.12160170324689967,0.0,0.0,0.0,0.0,0.048544778650883344,12.32
1750924982.1451929,0.123206102174931,0.000821171994353127,0.0,0.0,0.0,-0.005952744642791751,0.9999822822586497,0.12160170324689967,0.0,0.0,0.0,0.0,0.048544778650883344,12.32
1750924982.3453317,0.14597473937272581,0.0006517480836157194,0.0,0.0,0.0,-0.007440906084041588,0.9999723160751244,0.10707793697975707,0.0,0.0,0.0,0.0,-0.09546279441471152,14.6
1750924982.3453317,0.14597473937272581,0.0006517480836157194,0.0,0.0,0.0,-0.007440906084041588,0.9999723160751244,0.10707793697975707,0.0,0.0,0.0,0.0,-0.09546279441471152,14.6
1750924982.5451703,0.16651011713781153,0.0003926332236347262,0.0,0.0,0.0,-0.004464570017856678,0.9999900337576149,0.10371524260309657,0.0,0.0,0.0,0.0,0.02444246056335166,16.65
1750924982.5451703,0.16651011713781153,0.0003926332236347262,0.0,0.0,0.0,-0.004464570017856678,0.9999900337576149,0.10371524260309657,0.0,0.0,0.0,0.0,0.02444246056335166,16.65
1750924982.745158,0.1861535442829283,0.00038200200985228055,0.0,0.0,0.0,0.007440906084041534,0.9999723160751244,0.0927218691547672,0.0,0.0,0.0,0.0,0.14297495061966886,18.62
1750924982.745158,0.1861535442829283,0.00038200200985228055,0.0,0.0,0.0,0.007440906084041534,0.9999723160751244,0.0927218691547672,0.0,0.0,0.0,0.0,0.14297495061966886,18.62
1750924982.9451792,0.20758013046960708,0.0007620278872228702,0.0,0.0,0.0,0.00744090608404158,0.9999723160751244,0.11063852191692569,0.0,0.0,0.0,0.0,-0.023111256387135872,20.76
1750924982.9451792,0.20758013046960708,0.0007620278872228702,0.0,0.0,0.0,0.00744090608404158,0.9999723160751244,0.11063852191692569,0.0,0.0,0.0,0.0,-0.023111256387135872,20.76
1750924983.1451895,0.2258821064527737,0.0010762796766887823,0.0,0.0,0.0,0.011905278347203771,0.9999291296624354,0.09639418007276583,0.0,0.0,0.0,0.0,0.07166011353460032,22.59
1750924983.1451895,0.2258821064527737,0.0010762796766887823,0.0,0.0,0.0,0.011905278347203771,0.9999291296624354,0.09639418007276583,0.0,0.0,0.0,0.0,0.07166011353460032,22.59
1750924983.3454206,0.25131352710375665,0.001984327190006235,0.0,0.0,0.0,0.02232107032705519,0.999750853872831,0.13553464187300063,0.0,0.0,0.0,0.0,0.09561689433325408,25.13
1750924983.3454206,0.25131352710375665,0.001984327190006235,0.0,0.0,0.0,0.02232107032705519,0.999750853872831,0.13553464187300063,0.0,0.0,0.0,0.0,0.09561689433325408,25.13
1750924983.5452294,0.27853088709014656,0.0029149703390524235,0.0,0.0,0.0,0.01190527834720373,0.9999291296624354,0.135742345472885,0.0,0.0,0.0,0.0,-0.09531714299124536,27.85
1750924983.5452294,0.27853088709014656,0.0029149703390524235,0.0,0.0,0.0,0.01190527834720373,0.9999291296624354,0.135742345472885,0.0,0.0,0.0,0.0,-0.09531714299124536,27.85
1750924983.7451713,0.3017429631406729,0.003325556413656008,0.0,0.0,0.0,0.0059527446427918174,0.9999822822586497,0.1143660997510059,0.0,0.0,0.0,0.0,-0.048024228634209506,30.18
1750924983.7451713,0.3017429631406729,0.003325556413656008,0.0,0.0,0.0,0.0059527446427918174,0.9999822822586497,0.1143660997510059,0.0,0.0,0.0,0.0,-0.048024228634209506,30.18
1750924983.9450986,0.3236179754104298,0.0035760360235684613,0.0,0.0,0.0,0.007440906084041492,0.9999723160751244,0.10716102438615953,0.0,0.0,0.0,0.0,0.04755035932265607,32.36
1750924983.9450986,0.3236179754104298,0.0035760360235684613,0.0,0.0,0.0,0.007440906084041492,0.9999723160751244,0.10716102438615953,0.0,0.0,0.0,0.0,0.04755035932265607,32.36
1750924984.1451602,0.3481702910551928,0.003951416665323751,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.1250791032754992,0.0,0.0,0.0,0.0,0.024072128485461725,34.82
1750924984.1451602,0.3481702910551928,0.003951416665323751,0.0,0.0,0.0,0.008929051045739557,0.9999601352291113,0.1250791032754992,0.0,0.0,0.0,0.0,0.024072128485461725,34.82
1750924984.3451974,0.3794144342341247,0.00465032229125809,0.0,0.0,0.0,0.014881400181112907,0.999889265833297,0.1535654403808154,0.0,0.0,0.0,0.0,0.0716767110114168,37.94
1750924984.3451974,0.3794144342341247,0.00465032229125809,0.0,0.0,0.0,0.014881400181112907,0.999889265833297,0.1535654403808154,0.0,0.0,0.0,0.0,0.0716767110114168,37.94
1750924984.5452175,0.41154315803252656,0.005669363334679338,0.0,0.0,0.0,0.017857390182330717,0.9998405440948451,0.1640679753104345,0.0,0.0,0.0,0.0,0.04780558522927779,41.16
1750924984.5452175,0.41154315803252656,0.005669363334679338,0.0,0.0,0.0,0.017857390182330717,0.9998405440948451,0.1640679753104345,0.0,0.0,0.0,0.0,0.04780558522927779,41.16
1750924984.7453036,0.44590479575852565,0.006693066570343458,0.0,0.0,0.0,0.010417176232055656,0.9999457397475876,0.17499264333141343,0.0,0.0,0.0,0.0,-0.07279454333206012,44.6
1750924984.7453036,0.44590479575852565,0.006693066570343458,0.0,0.0,0.0,0.010417176232055656,0.9999457397475876,0.17499264333141343,0.0,0.0,0.0,0.0,-0.07279454333206012,44.6
1750924984.9451504,0.4758067985776575,0.007476312760997973,0.0,0.0,0.0,0.017857390182330717,0.9998405440948451,0.14282575427894964,0.0,0.0,0.0,0.0,0.09497408175958372,47.59
